name,t,|M|,RMS,std_dev_abs_diff,max_abs_difference
job_00001,0.8048883368896371,92,1.0976327234073415,0.18157771815835297,0.8620175323464458
job_00011,0.7329046056101496,184,0.15313244461172607,0.043219835293777736,0.507783105241258
job_00014,0.9782624756465756,92,1.3307404585085019,0.18649923453385797,0.8750577447652468
job_00015,0.8109081495446611,368,0.4791629013528616,0.13113461080723987,0.6331685477602087
job_00026,0.9550532338106617,184,0.8412124567312618,0.17173553422510318,0.7323539851526941
job_00027,0.9646348596703082,184,0.8333706751299079,0.16754074649288175,0.7460842102503009
job_00029,0.7310515385057156,368,0.10332981275031154,0.03865648447300589,0.5596815944122815
job_00031,0.7872256838049443,276,0.4447875334121458,0.11083602002478633,0.6064114255808566
job_00038,0.7195184613479503,368,0.13730740154761123,0.05591998678056667,0.6971983626263072
job_00039,0.7987001442159956,92,1.0116913035834585,0.16571567087153907,0.7906831690638825
job_00040,0.7951001557749408,92,0.9368088046297721,0.1540039398790612,0.7246005133750231
job_00047,0.7296291349795175,368,0.10173981247783578,0.03794432379829306,0.5198191863483808
job_00048,0.7252394478407878,368,0.14081164581238953,0.05997411508784551,0.6982761704483293
job_00049,0.7623908577543633,368,0.15972099980938353,0.050281148944319495,0.5982024865999824
job_00054,1.0395217451385816,92,3.9873245765780414,0.5421928590293056,2.2149033602977717
job_00065,0.9052768471503192,368,1.1973781303734303,0.33518704611648936,1.1856724151939737
job_00081,0.809825345118921,368,0.46812978277318823,0.13530541923892384,0.6504443889201426
job_00082,0.8056025802507317,368,0.16352981007980724,0.05174311445447768,0.567493786031005
job_00086,0.7329410959554067,368,0.14247018268745085,0.04997247536005885,0.5528925422788968
job_00087,1.0295239221176693,92,3.823566627069646,0.5078012715078618,2.0970394765120304
job_00093,0.8150038721273675,736,0.3585175223384425,0.14835739079062218,0.6379792014827308
job_00094,0.8395475911245321,368,0.5869609320699662,0.15880513801236693,0.6976883901836679
job_00096,0.7206360096519987,368,0.06412209024912362,0.03557078283860437,0.5202808939528798
job_00097,0.8413220822086253,184,0.48529134372117766,0.09847441265820599,0.6352340574100752
job_00098,0.7208055137874492,368,0.0642671993249264,0.032405364484960675,0.5699580879968074
job_00099,0.9119742210100977,368,1.2203598747108557,0.3334316715771889,1.2240306480674086
job_00100,0.7986021229274879,184,0.2571984376540837,0.060366428479934495,0.617989878784994
job_00104,0.8967222477775811,368,1.1342107347895845,0.3142134796138081,1.1130708614340818
job_00111,0.7229052189723993,368,0.06967197717593165,0.031500521720641515,0.5105317943647436
job_00112,0.7243016076579103,368,0.08810899652473562,0.03404073039242558,0.48996755273072723
job_00113,0.7533178325242874,368,0.07191946063729611,0.03365948132022365,0.5464333299179529
job_00114,0.8369846744893286,368,0.1720201186884985,0.05472978664907877,0.6132778162729491
job_00115,0.7733556439047392,368,0.12808848122033006,0.04700844093493437,0.558203980671321
job_00116,0.8386700698064004,368,0.584403205012747,0.16222949784140442,0.6986743743123682
job_00117,0.7346948905940716,368,0.15979074622379572,0.060197630346102066,0.6488085132646761
job_00118,0.7397498216038695,368,0.08395812965711948,0.033320651021734024,0.5047273996801029
job_00119,0.7271159809614121,368,0.12561854895191255,0.05218069269784804,0.713568802879414
job_00120,1.0839662069509977,276,2.038344266675733,0.729812271699533,2.5068538257105786
job_00122,1.0839736171818597,368,1.7653024536376194,0.7298294008344554,2.506979580452139
job_00127,0.7191805917154406,736,0.04566690899319868,0.03271728419833945,0.5208326064031485
job_00142,0.7729555759533204,92,0.7981179180080784,0.12164987136308283,0.599658042811841
job_00143,0.8929682060208706,368,0.1331295128321017,0.044824573655211454,0.6117528950552573
job_00145,0.7242997823757504,184,0.12119460190507235,0.03638156780143546,0.5620734799300409
job_00147,0.797957672724474,184,0.2936216286621246,0.06053393279461199,0.64661521429129
