name,a,b,RMS,std_dev_abs_diff,max_abs_difference
job_00001,-0.8676244253199216,1.3887100890111475,0.24769890550921378,0.14076980591677007,0.840984336308774
job_00011,-0.0966721676450153,1.2672783357445114,0.05738002601545794,0.03871366471200729,0.2502511543399537
job_00014,-1.2893935613622156,1.5514586496982168,0.23296219132366877,0.13377588961884915,1.0992749116639988
job_00015,-0.8832056351476659,1.4248661629348869,0.18123424760588444,0.09293180249201322,0.8203994722127791
job_00026,-1.1623671273181002,1.5147607392940947,0.20392338310831049,0.11176266797775675,1.0098463880240054
job_00027,-1.1556818275853404,1.5224796317082794,0.2002324611104724,0.10877267877004157,0.994832195877061
job_00029,-0.08442247462365603,1.298821354391748,0.054253121105498514,0.033421917231422876,0.30088206565392883
job_00031,-0.6598630610337262,1.3856526239394111,0.15901518528347358,0.08641778287781497,0.636190437094315
job_00038,0.02322297627269211,1.3748024110556265,0.07765172074143255,0.04886089011210105,0.5181211628752582
job_00039,-0.8118366122653218,1.399018401110918,0.22496213875950036,0.12708661353226458,0.7745282111544038
job_00040,-0.7588873678551692,1.3918201737008553,0.20616868459168955,0.11796920209442684,0.7288671941543138
job_00047,-0.07002919601674326,1.2724155908741734,0.05572377077607476,0.03601980440580772,0.27696164317398053
job_00048,-0.0414219135400159,1.3818077268304854,0.07836604483482058,0.04832458068184373,0.4637196867287081
job_00049,-0.19328174301647105,1.3337925523497889,0.07852265623701751,0.04616883764053517,0.3098484424577439
job_00054,-3.9711598884925987,2.072389295668195,0.6793636329605024,0.37317101389489954,3.2608405928244037
job_00065,-2.5330767146877085,1.854291350495613,0.3406922656518227,0.20000487183414783,2.0405453641920954
job_00081,-0.8579211519299399,1.432482364922995,0.1783320640699774,0.10043172241404903,0.7873887870069449
job_00082,-0.2621269253812898,1.3213334953310965,0.06678233519135111,0.03951700624913135,0.30262343005019354
job_00086,-0.10713392054880205,1.2969661068573952,0.0789421359812735,0.04952381451143577,0.2752248897695486
job_00087,-3.773229641071988,2.0498007414923514,0.663685041096877,0.35008296307929065,3.0849288995796367
job_00093,-0.9121351863996218,1.430238668348121,0.19931310562235016,0.1075122442921507,0.8440065180515007
job_00094,-1.1139680505848348,1.4698906822877067,0.21348119894568476,0.11343304742994116,1.0060773682971282
job_00096,0.05037531551979313,1.260835390255198,0.03490582199072819,0.030513231369037577,0.3805446153437262
job_00097,-0.6786637804022521,1.4055198561671611,0.11009292633915677,0.06876211840049673,0.6352539242350909
job_00098,0.019484806158848247,1.2947869343343716,0.031831701655833614,0.024182718567740506,0.39929070584224213
job_00099,-2.5679420489779297,1.86600415021563,0.35387124526601255,0.20226486154325918,2.0640278987622995
job_00100,-0.2489411681003173,1.3521833854102228,0.0842667190473588,0.04936726589920033,0.2592077826900945
job_00104,-2.3700185532965095,1.8372303381005417,0.3354363041404294,0.19496297237827892,1.8949682151959677
job_00111,0.02114364819012826,1.2575224943734686,0.03921086323037575,0.027109457392211385,0.34664492535216396
job_00112,-0.004217094505827079,1.24705949963447,0.05175407233684579,0.03113383578072506,0.3062239329897589
job_00113,-0.04242550185044,1.2863620110804703,0.03562487767820271,0.026862385281150584,0.3248195558901419
job_00114,-0.307437724667897,1.3547660954568506,0.05985882375909184,0.036844180683447275,0.3147416292110463
job_00115,-0.1177516751570975,1.301140696924394,0.06698126524721115,0.037762331943812365,0.2709879358915914
job_00116,-1.0835707174127625,1.4546788858340094,0.22109375087519345,0.11585970085582317,0.991271831578753
job_00117,-0.13843501292823746,1.3602500691163746,0.08581130725008668,0.05569104722563096,0.3416631629706828
job_00118,-0.043343956171493454,1.260244272193823,0.04565867747138274,0.028544602080290516,0.28611280388242033
job_00119,-0.06424411669943819,1.3938551385114792,0.06615119879888029,0.03902564842588039,0.4585346433069071
